Batch,Year,Location,Rep,Cross,Line,Yield,Environment,GxE
2016,2022,0,0,1,67,0.4373412800971044,2022_0,67_2022_0
2016,2022,0,0,1,68,-1.0616787734167341,2022_0,68_2022_0
2016,2022,0,0,1,69,-0.7142156991116596,2022_0,69_2022_0
2016,2022,0,0,1,70,-1.639683530587587,2022_0,70_2022_0
2016,2022,0,0,1,71,-0.5680645937645817,2022_0,71_2022_0
2016,2022,0,0,1,72,-0.8298719585126526,2022_0,72_2022_0
2016,2022,0,0,1,73,0.36401347766022873,2022_0,73_2022_0
2016,2022,0,0,1,74,-1.8444916679109316,2022_0,74_2022_0
2016,2022,0,0,1,75,-1.6896895291932155,2022_0,75_2022_0
2016,2022,0,0,1,76,-1.666025900954652,2022_0,76_2022_0
2016,2022,0,0,1,77,-0.5505921905697502,2022_0,77_2022_0
2016,2022,0,0,1,78,-1.8458887133128994,2022_0,78_2022_0
2016,2022,0,0,1,79,-1.6856000940845768,2022_0,79_2022_0
2016,2022,0,0,1,80,-0.9233679993742802,2022_0,80_2022_0
2016,2022,0,0,1,81,-1.5820524604872865,2022_0,81_2022_0
2016,2022,0,0,1,82,-1.459631854321237,2022_0,82_2022_0
2016,2022,0,0,1,83,-0.4141701704472702,2022_0,83_2022_0
2016,2022,0,0,1,84,-0.8197263129825976,2022_0,84_2022_0
2016,2022,0,0,1,85,-2.1890954011729016,2022_0,85_2022_0
2016,2022,0,0,1,86,-1.3629510667086155,2022_0,86_2022_0
2016,2022,0,0,1,87,-0.7641930676805297,2022_0,87_2022_0
2016,2022,0,0,1,88,-0.5575529884262482,2022_0,88_2022_0
2016,2022,0,0,1,89,-1.0483444223075662,2022_0,89_2022_0
2016,2022,0,0,1,90,-2.3466896712096355,2022_0,90_2022_0
2016,2022,0,0,1,91,-1.752008658702633,2022_0,91_2022_0
2016,2022,0,0,1,92,-0.5969341908584004,2022_0,92_2022_0
2016,2022,0,0,1,93,-0.34022871834371454,2022_0,93_2022_0
2016,2022,0,0,1,94,-1.0066299085795998,2022_0,94_2022_0
2016,2022,0,0,1,95,0.2773316445584161,2022_0,95_2022_0
2016,2022,0,0,1,96,-1.175243528512107,2022_0,96_2022_0
2016,2022,0,0,1,97,-1.3937277733452031,2022_0,97_2022_0
2016,2022,0,0,1,98,-0.5183787491544645,2022_0,98_2022_0
2016,2022,0,0,1,99,-1.0370656353056498,2022_0,99_2022_0
2016,2022,0,0,2,100,0.9418407646567055,2022_0,100_2022_0
2016,2022,0,0,2,101,0.21117465647556344,2022_0,101_2022_0
2016,2022,0,0,2,102,0.5654396093899202,2022_0,102_2022_0
2016,2022,0,0,2,103,-0.6202179161399685,2022_0,103_2022_0
2016,2022,0,0,2,104,-0.45089911880984473,2022_0,104_2022_0
2016,2022,0,0,2,105,-0.6833305000803354,2022_0,105_2022_0
2016,2022,0,0,2,106,-0.2889315819897996,2022_0,106_2022_0
2016,2022,0,0,2,107,0.2216218220876961,2022_0,107_2022_0
2016,2022,0,0,2,108,-0.9050175581791635,2022_0,108_2022_0
2016,2022,0,0,2,109,1.2120847500308685,2022_0,109_2022_0
2016,2022,0,0,2,110,-0.3420726692790071,2022_0,110_2022_0
2016,2022,0,0,2,111,1.0428356600607995,2022_0,111_2022_0
2016,2022,0,0,2,112,-1.5033434395101186,2022_0,112_2022_0
2016,2022,0,0,2,113,-2.0429220225871223,2022_0,113_2022_0
2016,2022,0,0,2,114,-2.1383942913534555,2022_0,114_2022_0
2016,2022,0,0,2,115,-0.866479617979717,2022_0,115_2022_0
2016,2022,0,0,2,116,-0.6312849697985261,2022_0,116_2022_0
2016,2022,0,0,2,117,-1.4805702264017084,2022_0,117_2022_0
2016,2022,0,0,2,118,0.518872224822766,2022_0,118_2022_0
2016,2022,0,0,2,119,0.6097179683650631,2022_0,119_2022_0
2016,2022,0,0,2,120,-0.3726689080324435,2022_0,120_2022_0
2016,2022,0,0,2,121,0.08819208258482114,2022_0,121_2022_0
2016,2022,0,0,2,122,0.6666629368572662,2022_0,122_2022_0
2016,2022,0,0,2,123,-0.7261204913026494,2022_0,123_2022_0
2016,2022,0,0,2,124,0.2619134628857277,2022_0,124_2022_0
2016,2022,0,0,2,125,-1.4947874937482033,2022_0,125_2022_0
2016,2022,0,0,2,126,-1.2748375307797994,2022_0,126_2022_0
2016,2022,0,0,2,127,0.1982082980634966,2022_0,127_2022_0
2016,2022,0,0,2,128,-1.8981747298568177,2022_0,128_2022_0
2016,2022,0,0,2,129,-1.216975239928992,2022_0,129_2022_0
2016,2022,0,0,2,130,-1.0234063341108537,2022_0,130_2022_0
2016,2022,0,0,2,131,0.016975317081042718,2022_0,131_2022_0
2016,2022,0,0,2,132,0.18293192762280208,2022_0,132_2022_0
2016,2022,0,0,2,133,-0.9469500497434445,2022_0,133_2022_0
2016,2022,0,0,2,134,-1.5129112220518806,2022_0,134_2022_0
2016,2022,0,0,2,135,-2.1544860566519404,2022_0,135_2022_0
2016,2022,0,0,2,136,-0.901168148900592,2022_0,136_2022_0
2016,2022,0,0,2,137,0.37398439996064325,2022_0,137_2022_0
2016,2022,0,0,2,138,-0.9199659450421718,2022_0,138_2022_0
2016,2022,0,0,2,139,-0.361595584251984,2022_0,139_2022_0
2016,2022,0,0,2,140,-0.346167774505477,2022_0,140_2022_0
2016,2022,0,0,2,141,-0.2967509606268378,2022_0,141_2022_0
2016,2022,0,0,2,142,-1.3458612610890957,2022_0,142_2022_0
2016,2022,0,0,2,143,-0.46584445582143197,2022_0,143_2022_0
2016,2022,0,0,2,144,0.3071121633308692,2022_0,144_2022_0
2016,2022,0,0,2,145,-0.4028141843388918,2022_0,145_2022_0
2016,2022,0,0,2,146,-1.581713400982642,2022_0,146_2022_0
2016,2022,0,0,2,147,0.35810434828396653,2022_0,147_2022_0
2016,2022,0,0,2,148,-0.909231848603272,2022_0,148_2022_0
2016,2022,0,0,2,149,-2.342834389435561,2022_0,149_2022_0
2016,2022,0,0,3,150,-0.7548024531070823,2022_0,150_2022_0
2016,2022,0,0,3,151,0.1854197215440056,2022_0,151_2022_0
2016,2022,0,0,3,152,0.6601783304354736,2022_0,152_2022_0
2016,2022,0,0,3,153,0.981292329021596,2022_0,153_2022_0
2016,2022,0,0,3,154,0.5274212463071508,2022_0,154_2022_0
2016,2022,0,0,3,155,0.5450642308327427,2022_0,155_2022_0
2016,2022,0,0,3,156,-0.07275606658311312,2022_0,156_2022_0
2016,2022,0,0,3,157,1.761677595409094,2022_0,157_2022_0
2016,2022,0,0,3,158,-0.8853174087854309,2022_0,158_2022_0
2016,2022,0,0,3,159,1.110914576457758,2022_0,159_2022_0
2016,2022,0,0,3,160,-0.6644306603287133,2022_0,160_2022_0
2016,2022,0,0,3,161,0.44555946627662046,2022_0,161_2022_0
2016,2022,0,0,3,162,0.03828309580785752,2022_0,162_2022_0
2016,2022,0,0,3,163,-0.02870360659565019,2022_0,163_2022_0
2016,2022,0,0,3,164,-0.5254087675608479,2022_0,164_2022_0
2016,2022,0,0,3,165,0.5360130366071929,2022_0,165_2022_0
2016,2022,0,0,3,166,0.5387817463836377,2022_0,166_2022_0
2016,2022,0,0,3,167,0.05718566052024587,2022_0,167_2022_0
2016,2022,0,0,3,168,-0.3956457833421927,2022_0,168_2022_0
2016,2022,0,0,3,169,0.464011561110953,2022_0,169_2022_0
2016,2022,0,0,3,170,0.043407585786169434,2022_0,170_2022_0
2016,2022,0,0,3,171,0.5501074604052641,2022_0,171_2022_0
2016,2022,0,0,3,172,0.01514060613260082,2022_0,172_2022_0
2016,2022,0,0,3,173,1.0817430583374523,2022_0,173_2022_0
2016,2022,0,0,3,174,-2.367348189868628,2022_0,174_2022_0
2016,2022,0,0,3,175,-1.0166138801487905,2022_0,175_2022_0
2016,2022,0,0,3,176,1.281502750761497,2022_0,176_2022_0
2016,2022,0,0,3,177,0.04206297882020499,2022_0,177_2022_0
2016,2022,0,0,3,178,0.9533159805097878,2022_0,178_2022_0
2016,2022,0,0,3,179,-0.09172729124857601,2022_0,179_2022_0
2016,2022,0,0,3,180,0.6002950204739141,2022_0,180_2022_0
2016,2022,0,0,3,181,0.9664614704204664,2022_0,181_2022_0
2016,2022,0,0,3,182,0.6547314398743276,2022_0,182_2022_0
2016,2022,0,0,3,183,-0.6582598528187975,2022_0,183_2022_0
2016,2022,0,0,3,184,-1.1770195822858345,2022_0,184_2022_0
2016,2022,0,0,3,185,1.4365398671481302,2022_0,185_2022_0
2016,2022,0,0,3,186,-1.3343473195204227,2022_0,186_2022_0
2016,2022,0,0,3,187,-0.5903524277661174,2022_0,187_2022_0
2016,2022,0,0,3,188,1.3253975622680694,2022_0,188_2022_0
2016,2022,0,0,3,189,0.6100966877308824,2022_0,189_2022_0
2016,2022,0,0,3,190,-0.29144615015713027,2022_0,190_2022_0
2016,2022,0,0,3,191,-0.7172261129799369,2022_0,191_2022_0
2016,2022,0,0,3,192,-0.39953871248841966,2022_0,192_2022_0
2016,2022,0,0,3,193,2.3709181509977277,2022_0,193_2022_0
2016,2022,0,0,3,194,-0.08277998871407372,2022_0,194_2022_0
2016,2022,0,0,3,195,1.6114987614334222,2022_0,195_2022_0
2016,2022,0,0,3,196,0.4510762353284613,2022_0,196_2022_0
2016,2022,0,0,3,197,0.7940912389956726,2022_0,197_2022_0
2016,2022,0,0,3,198,1.3399983880498931,2022_0,198_2022_0
2016,2022,0,0,3,199,-0.026405298954409795,2022_0,199_2022_0
2016,2022,0,0,4,200,1.1797900470817924,2022_0,200_2022_0
2016,2022,0,0,4,201,0.6814214523919871,2022_0,201_2022_0
2016,2022,0,0,4,202,-1.4605786705826764,2022_0,202_2022_0
2016,2022,0,0,4,203,0.582803054459871,2022_0,203_2022_0
2016,2022,0,0,4,204,-1.734467186828753,2022_0,204_2022_0
2016,2022,0,0,4,205,-1.4800302052619752,2022_0,205_2022_0
2016,2022,0,0,4,206,-1.495002516405767,2022_0,206_2022_0
2016,2022,0,0,4,207,-2.110061475370167,2022_0,207_2022_0
2016,2022,0,0,4,208,-0.922531140724192,2022_0,208_2022_0
2016,2022,0,0,4,209,-0.49269540979745563,2022_0,209_2022_0
2016,2022,0,0,4,210,-0.3745425732511869,2022_0,210_2022_0
2016,2022,0,0,4,211,0.614100360115555,2022_0,211_2022_0
2016,2022,0,0,4,212,-0.7837239667976351,2022_0,212_2022_0
2016,2022,0,0,4,213,-0.15520836323442733,2022_0,213_2022_0
2016,2022,0,0,4,214,-0.08190810065241338,2022_0,214_2022_0
2016,2022,0,0,4,215,1.021761492649124,2022_0,215_2022_0
2016,2022,0,0,4,216,-0.38999021100154757,2022_0,216_2022_0
2016,2022,0,0,4,217,0.3674982967257777,2022_0,217_2022_0
2016,2022,0,0,4,218,-0.16330172986009972,2022_0,218_2022_0
2016,2022,0,0,4,219,-0.8394336600734182,2022_0,219_2022_0
2016,2022,0,0,4,220,0.5827788743940198,2022_0,220_2022_0
2016,2022,0,0,4,221,-0.028853961579690224,2022_0,221_2022_0
2016,2022,0,0,4,222,-1.7764889182787806,2022_0,222_2022_0
2016,2022,0,0,4,223,-1.4940066438186843,2022_0,223_2022_0
2016,2022,0,0,4,224,-1.1655634930581589,2022_0,224_2022_0
2016,2022,0,0,4,225,-1.6263184353625961,2022_0,225_2022_0
2016,2022,0,0,4,226,0.31806075627973673,2022_0,226_2022_0
2016,2022,0,0,4,227,-0.014491436644470834,2022_0,227_2022_0
2016,2022,0,0,4,228,0.7152804114369167,2022_0,228_2022_0
2016,2022,0,0,4,229,0.9586026467381189,2022_0,229_2022_0
2016,2022,0,0,4,230,-0.7194507176877071,2022_0,230_2022_0
2016,2022,0,0,4,231,-2.427822848448054,2022_0,231_2022_0
2016,2022,0,0,4,232,0.4843979509395724,2022_0,232_2022_0
2016,2022,0,0,4,233,-0.9484655780477953,2022_0,233_2022_0
2016,2022,0,0,4,234,-3.082008307660428,2022_0,234_2022_0
2016,2022,0,0,4,235,-1.2306394351371197,2022_0,235_2022_0
2016,2022,0,0,4,236,-0.0031709225782821093,2022_0,236_2022_0
2016,2022,0,0,4,237,0.7763669668371518,2022_0,237_2022_0
2016,2022,0,0,4,238,-0.07634202119312328,2022_0,238_2022_0
2016,2022,0,0,4,239,-1.0523533996711079,2022_0,239_2022_0
2016,2022,0,0,4,240,-1.1038810440658375,2022_0,240_2022_0
2016,2022,0,0,4,241,-0.45469025140229935,2022_0,241_2022_0
2016,2022,0,0,4,242,0.19872348656828914,2022_0,242_2022_0
2016,2022,0,0,4,243,-0.8278252123272862,2022_0,243_2022_0
2016,2022,0,0,4,244,-0.9810043437596757,2022_0,244_2022_0
2016,2022,0,0,4,245,0.028694819766682755,2022_0,245_2022_0
2016,2022,0,0,4,246,0.042927027093874415,2022_0,246_2022_0
2016,2022,0,0,4,247,-1.6866561086632976,2022_0,247_2022_0
2016,2022,0,0,4,248,-0.7914781644725327,2022_0,248_2022_0
2016,2022,0,0,4,249,-2.847306893508474,2022_0,249_2022_0
2016,2022,0,0,5,250,-1.3096093667683628,2022_0,250_2022_0
2016,2022,0,0,5,251,-0.053878622327069636,2022_0,251_2022_0
2016,2022,0,0,5,252,-0.533065087838407,2022_0,252_2022_0
2016,2022,0,0,5,253,-0.19646029347800598,2022_0,253_2022_0
2016,2022,0,0,5,254,-1.126307263878647,2022_0,254_2022_0
2016,2022,0,0,5,255,-1.0683735989153358,2022_0,255_2022_0
2016,2022,0,0,5,256,-0.5826180944747319,2022_0,256_2022_0
2016,2022,0,0,5,257,0.5387337026866114,2022_0,257_2022_0
2016,2022,0,0,5,258,0.41404836618364654,2022_0,258_2022_0
2016,2022,0,0,5,259,-1.0677637082469693,2022_0,259_2022_0
2016,2022,0,0,5,260,0.7641243226840952,2022_0,260_2022_0
2016,2022,0,0,5,261,0.7407475341641536,2022_0,261_2022_0
2016,2022,0,0,5,262,-1.0925023063811885,2022_0,262_2022_0
2016,2022,0,0,5,263,-0.8484649248575222,2022_0,263_2022_0
2016,2022,0,0,5,264,-0.5121389411704531,2022_0,264_2022_0
2016,2022,0,0,5,265,-0.3564898799255135,2022_0,265_2022_0
2016,2022,0,0,5,266,0.1807692318757969,2022_0,266_2022_0
2016,2022,0,0,5,267,-2.0582171883319518,2022_0,267_2022_0
2016,2022,0,0,5,268,-0.3893288958477975,2022_0,268_2022_0
2016,2022,0,0,5,269,-1.1916398904575116,2022_0,269_2022_0
2016,2022,0,0,5,270,-0.24542016907372372,2022_0,270_2022_0
2016,2022,0,0,5,271,-0.05782118925914431,2022_0,271_2022_0
2016,2022,0,0,5,272,1.112241902223595,2022_0,272_2022_0
2016,2022,0,0,5,273,-2.3385765323136836,2022_0,273_2022_0
2016,2022,0,0,5,274,-1.6078229920141631,2022_0,274_2022_0
2016,2022,0,0,5,275,-0.7440332955151479,2022_0,275_2022_0
2016,2022,0,0,5,276,0.9824554980400397,2022_0,276_2022_0
2016,2022,0,0,5,277,-2.7593153319949106,2022_0,277_2022_0
2016,2022,0,0,5,278,-0.39106115316191875,2022_0,278_2022_0
2016,2022,0,0,5,279,1.2193019860501373,2022_0,279_2022_0
2016,2022,0,0,5,280,-1.0525255200413137,2022_0,280_2022_0
2016,2022,0,0,5,281,0.7279486059310845,2022_0,281_2022_0
2016,2022,0,0,5,282,-1.9052734889757934,2022_0,282_2022_0
2016,2022,0,0,5,283,0.27585969947088784,2022_0,283_2022_0
2016,2022,0,0,5,284,1.0734075945789197,2022_0,284_2022_0
2016,2022,0,0,5,285,-0.1084213111032703,2022_0,285_2022_0
2016,2022,0,0,5,286,0.4206744515576256,2022_0,286_2022_0
2016,2022,0,0,5,287,-1.1884998483170006,2022_0,287_2022_0
2016,2022,0,0,5,288,0.01358375514034374,2022_0,288_2022_0
2016,2022,0,0,5,289,0.10569918953266716,2022_0,289_2022_0
2016,2022,0,0,5,290,-1.2090205925977993,2022_0,290_2022_0
2016,2022,0,0,5,291,-0.7115086922302368,2022_0,291_2022_0
2016,2022,0,0,5,292,-1.1294110059604083,2022_0,292_2022_0
2016,2022,0,0,5,293,-1.0963083037718673,2022_0,293_2022_0
2016,2022,0,0,5,294,0.36641408373340917,2022_0,294_2022_0
2016,2022,0,0,5,295,-0.1714209830760568,2022_0,295_2022_0
2016,2022,0,0,5,296,0.7499454708305172,2022_0,296_2022_0
2016,2022,0,0,5,297,-0.9940839539416055,2022_0,297_2022_0
2016,2022,0,0,5,298,0.009359252942294505,2022_0,298_2022_0
2016,2022,0,0,5,299,-0.5249344865040774,2022_0,299_2022_0
2016,2022,0,0,6,300,0.8002832136229345,2022_0,300_2022_0
2016,2022,0,0,6,301,-0.14399107836847447,2022_0,301_2022_0
2016,2022,0,0,6,302,0.8345433734278965,2022_0,302_2022_0
2016,2022,0,0,6,303,1.0288409905736446,2022_0,303_2022_0
2016,2022,0,0,6,304,1.0293168309403864,2022_0,304_2022_0
2016,2022,0,0,6,305,0.10222619658121393,2022_0,305_2022_0
2016,2022,0,0,6,306,0.44631996998515766,2022_0,306_2022_0
2016,2022,0,0,6,307,0.4877932211681145,2022_0,307_2022_0
2016,2022,0,0,6,308,0.6158533437911744,2022_0,308_2022_0
2016,2022,0,0,6,309,-1.4314807945583652,2022_0,309_2022_0
2016,2022,0,0,6,310,1.3223466921226497,2022_0,310_2022_0
2016,2022,0,0,6,311,0.7614774539925521,2022_0,311_2022_0
2016,2022,0,0,6,312,0.4280880540751646,2022_0,312_2022_0
2016,2022,0,0,6,313,1.7065801884267646,2022_0,313_2022_0
2016,2022,0,0,6,314,-0.7379648948232753,2022_0,314_2022_0
2016,2022,0,0,6,315,0.08311383271183032,2022_0,315_2022_0
2016,2022,0,0,6,316,1.6531417855907669,2022_0,316_2022_0
2016,2022,0,0,6,317,0.235955285852405,2022_0,317_2022_0
2016,2022,0,0,6,318,0.3530418617254903,2022_0,318_2022_0
2016,2022,0,0,6,319,-0.48232002092132775,2022_0,319_2022_0
2016,2022,0,0,6,320,-0.03257606164092264,2022_0,320_2022_0
2016,2022,0,0,6,321,-1.0603977087190712,2022_0,321_2022_0
2016,2022,0,0,6,322,1.6274922275679116,2022_0,322_2022_0
2016,2022,0,0,6,323,0.3284939338410187,2022_0,323_2022_0
2016,2022,0,0,6,324,-1.3688956411917905,2022_0,324_2022_0
2016,2022,0,0,6,325,0.14133962713707354,2022_0,325_2022_0
2016,2022,0,0,6,326,-0.5791532990445827,2022_0,326_2022_0
2016,2022,0,0,6,327,-0.8483804575976972,2022_0,327_2022_0
2016,2022,0,0,6,328,-0.733531991634657,2022_0,328_2022_0
2016,2022,0,0,6,329,0.031965933310265995,2022_0,329_2022_0
2016,2022,0,0,6,330,-0.22379686977347665,2022_0,330_2022_0
2016,2022,0,0,6,331,0.261313087724912,2022_0,331_2022_0
2016,2022,0,0,6,332,-1.5969810845522208,2022_0,332_2022_0
2016,2022,0,0,6,333,0.5893233817329089,2022_0,333_2022_0
2016,2022,0,0,6,334,1.9395661045644605,2022_0,334_2022_0
2016,2022,0,0,6,335,0.5292461297004505,2022_0,335_2022_0
2016,2022,0,0,6,336,-1.9757874982102028,2022_0,336_2022_0
2016,2022,0,0,6,337,-0.029586626553613216,2022_0,337_2022_0
2016,2022,0,0,6,338,0.5423206286622977,2022_0,338_2022_0
2016,2022,0,0,6,339,0.12364884419068452,2022_0,339_2022_0
2016,2022,0,0,6,340,-0.45653277433137995,2022_0,340_2022_0
2016,2022,0,0,6,341,0.24487162286691333,2022_0,341_2022_0
2016,2022,0,0,6,342,-1.8286376181148887,2022_0,342_2022_0
2016,2022,0,0,6,343,0.3397610653316735,2022_0,343_2022_0
2016,2022,0,0,6,344,-0.617096851848508,2022_0,344_2022_0
2016,2022,0,0,6,345,-0.531352485615468,2022_0,345_2022_0
2016,2022,0,0,6,346,0.2778521814093737,2022_0,346_2022_0
2016,2022,0,0,6,347,-0.024531945296754676,2022_0,347_2022_0
2016,2022,0,0,6,348,0.18359061724354364,2022_0,348_2022_0
2016,2022,0,0,6,349,-1.4061877924136819,2022_0,349_2022_0
2016,2022,0,0,7,350,-0.23031591956167285,2022_0,350_2022_0
2016,2022,0,0,7,351,-0.6273664920215507,2022_0,351_2022_0
2016,2022,0,0,7,352,-1.410619003076944,2022_0,352_2022_0
2016,2022,0,0,7,353,1.7024671565597773,2022_0,353_2022_0
2016,2022,0,0,7,354,0.8330663784036826,2022_0,354_2022_0
2016,2022,0,0,7,355,0.1797120804030513,2022_0,355_2022_0
2016,2022,0,0,7,356,-0.5783898833876914,2022_0,356_2022_0
2016,2022,0,0,7,357,-0.6105794103301514,2022_0,357_2022_0
2016,2022,0,0,7,358,-0.35784549049054754,2022_0,358_2022_0
2016,2022,0,0,7,359,1.3022805506089172,2022_0,359_2022_0
2016,2022,0,0,7,360,-2.4655769509522014,2022_0,360_2022_0
2016,2022,0,0,7,361,-0.6571236982828754,2022_0,361_2022_0
2016,2022,0,0,7,362,-0.5853262663719965,2022_0,362_2022_0
2016,2022,0,0,7,363,-0.07149097684973466,2022_0,363_2022_0
2016,2022,0,0,7,364,0.10893038315812587,2022_0,364_2022_0
2016,2022,0,0,7,365,-0.6012377328333545,2022_0,365_2022_0
2016,2022,0,0,7,366,0.4740908723116537,2022_0,366_2022_0
2016,2022,0,0,7,367,0.46928538364870354,2022_0,367_2022_0
2016,2022,0,0,7,368,0.25190824719073235,2022_0,368_2022_0
2016,2022,0,0,7,369,1.6855903990189034,2022_0,369_2022_0
2016,2022,0,0,7,370,-0.21555222195888418,2022_0,370_2022_0
2016,2022,0,0,7,371,-1.7654089441721839,2022_0,371_2022_0
2016,2022,0,0,7,372,-0.22429364406412233,2022_0,372_2022_0
2016,2022,0,0,7,373,-0.9447678397832306,2022_0,373_2022_0
2016,2022,0,0,7,374,-0.3444593074141687,2022_0,374_2022_0
2016,2022,0,0,7,375,-1.4463751127052,2022_0,375_2022_0
2016,2022,0,0,7,376,-0.3469621429808172,2022_0,376_2022_0
2016,2022,0,0,7,377,-0.7253252082211676,2022_0,377_2022_0
2016,2022,0,0,7,378,-0.5187311253418538,2022_0,378_2022_0
2016,2022,0,0,7,379,-0.7291637834160395,2022_0,379_2022_0
2016,2022,0,0,7,380,-2.155635154004662,2022_0,380_2022_0
2016,2022,0,0,7,381,0.38687771717120223,2022_0,381_2022_0
2016,2022,0,0,7,382,0.2294212100642563,2022_0,382_2022_0
2016,2022,0,0,7,383,-0.9487598686826484,2022_0,383_2022_0
2016,2022,0,0,7,384,0.41967683003601347,2022_0,384_2022_0
2016,2022,0,0,7,385,-1.2444276214465828,2022_0,385_2022_0
2016,2022,0,0,7,386,-1.3970404552177023,2022_0,386_2022_0
2016,2022,0,0,7,387,-0.24010697747475207,2022_0,387_2022_0
2016,2022,0,0,7,388,0.6472155346148205,2022_0,388_2022_0
2016,2022,0,0,7,389,-0.6663475838206295,2022_0,389_2022_0
2016,2022,0,0,7,390,0.7010431211051704,2022_0,390_2022_0
2016,2022,0,0,7,391,0.04674854316566024,2022_0,391_2022_0
